;id;contactid;opportunityid;role;contact_id;contact_accountid;contact_fullname;contact_job_title;opportunity_id;opportunity_accountid;opportunity_type;opportunity_ownerid;opportunity_deal_license_activation_start_date__c;opportunity_deal_license_activation_end_date__c;opportunity_closedate;opportunity_createddate;opportunity_opportunity_stage_status__c;opportunity_leadsource_category__c;opportunity_deal_total_non_recurring__c;opportunity_deal_total_recurring__c;opportunity_currencyisocode;opportunity_LeadSource;opportunity_Deal_use_case__c;opportunity_name
290;00K090000019LzXEAU;00309000003roe2AAA;00609000002Iv7qAAC;Champion;00309000003roe2AAA;00109000005fsIQAAY;Lauren Rogers;Astronomer;00609000002Iv7qAAC;00109000005fsIQAAY;New Business;00509000000V8dTAAS; ; ;2019-01-20;2018-10-18;Lost;Partner Sourced;0.0;0.0;EUR;Partner Sourced - Alliances; ;Mandatory global project
291;00K090000019LzYEAU;00309000003rk5VAAQ;00609000002IvHMAA0;Champion;00309000003rk5VAAQ;00109000005ft3yAAA;Nicole Martinez;Chief Executive Officer;00609000002IvHMAA0;00109000005ft3yAAA;New Business;00509000000V8dTAAS; ; ;2018-07-20;2018-07-16;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Persistent responsive initiative
292;00K090000019LzZEAU;00309000003rl3zAAA;00609000002IvI7AAK;Champion;00309000003rl3zAAA;00109000005ft4sAAA;Chad Livingston;Clinical research associate;00609000002IvI7AAK;00109000005ft4sAAA;New Business;00509000000V8f4AAC; ; ;2018-07-20;2018-06-28;Lost;Marketing;0.0;0.0;EUR; ; ;Automated user-facing process improvement
293;00K090000019LzaEAE;00309000003rrUCAAY;00609000002IuXaAAK;Champion;00309000003rrUCAAY;00109000005fsz4AAA;Matthew White;Bookseller;00609000002IuXaAAK;00109000005fsz4AAA;New Business;00509000000V8dTAAS; ; ;2018-10-12;2018-06-28;Lost;Partner Sourced;0.0;0.0;EUR;Partner Sourced - Alliances; ;Cross-group 4thgeneration capability
294;00K090000019LzbEAE;00309000003rpY4AAI;00609000002IuHrAAK;Champion;00309000003rpY4AAI;00109000005ftd3AAA;Ricky Mcknight;Buyer, retail;00609000002IuHrAAK;00109000005fs66AAA;New Business;00509000000V8eGAAS; ; ;2018-07-01;2018-09-20;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Face-to-face demand-driven pricing structure
295;00K090000019LzcEAE;00309000003rnXQAAY;00609000002IuJyAAK;Champion;00309000003rnXQAAY;00109000005fsFrAAI;Melissa Hall;Engineer, maintenance;00609000002IuJyAAK;00109000005fsFrAAI;New Business;00509000000V8eCAAS; ; ;2020-03-02;2019-06-07;Lost;Sales Generated;0.0;0.0;USD;Sales Generated Lead - by AE/AM; ;Multi-tiered homogeneous strategy
296;00K090000019LzdEAE;00309000003roCiAAI;00609000002IuUdAAK;Champion;00309000003roCiAAI;00109000005fsocAAA;Shannon Stevenson;Art therapist;00609000002IuUdAAK;00109000005fsocAAA;New Business;00509000000WaQSAA0; ; ;2018-09-18;2018-06-28;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Cloned executive throughput
297;00K090000019LzeEAE;00309000003rpOPAAY;00609000002IuaFAAS;Champion;00309000003rpOPAAY;00109000005ftG6AAI;James Miller;Scientist, biomedical;00609000002IuaFAAS;00109000005ftG6AAI;New Business;00509000000V8dTAAS; ; ;2019-01-20;2018-06-28;Lost;Partner Sourced;0.0;0.0;EUR;Partner Sourced - Alliances; ;Multi-tiered stable array
298;00K090000019LzfEAE;00309000003rpXhAAI;00609000002IvALAA0;Champion;00309000003rpXhAAI;00109000005ftcpAAA;Mackenzie Shannon;Cartographer;00609000002IvALAA0;00109000005fsY0AAI;New Business;00509000000V8gHAAS; ; ;2019-04-30;2018-06-04;Lost;Marketing;0.0;0.0;EUR; ; ;Multi-lateral client-driven function
299;00K090000019LzgEAE;00309000003rk5YAAQ;00609000002IvGgAAK;Champion;00309000003rk5YAAQ;00109000005ft44AAA;Samantha Cunningham;Health and safety adviser;00609000002IvGgAAK;00109000005ft1rAAA;Upsell;00509000000V8fJAAS; ; ;2020-09-14;2020-03-02;Lost;Sales Generated;31464.15;0.0;EUR;Sales Generated Lead - by AE/AM; ;Quality-focused analyzing policy
300;00K090000019LzhEAE;00309000003rk5iAAA;00609000002IvHPAA0;Champion;00309000003rk5iAAA;00109000005ft47AAA;Michael Smith;Radio broadcast assistant;00609000002IvHPAA0;00109000005ft47AAA;New Business;00509000000V8g7AAC; ; ;2018-07-28;2018-09-20;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Expanded bifurcated hardware
301;00K090000019LziEAE;00309000003rjMZAAY;00609000002IvGzAAK;Champion;00309000003rjMZAAY;00109000005ft3GAAQ;Hayley Beck;Airline pilot;00609000002IvGzAAK;00109000005ft3GAAQ;New Business;00509000000V8fTAAS; ; ;2019-02-07;2018-08-06;Lost;Sales Generated;47650.1;0.0;EUR;Sales Generated Lead - by AE/AM; ;Reverse-engineered zero administration definition
302;00K090000019LzjEAE;00309000003rpYeAAI;00609000002Iue3AAC;Champion;00309000003rpYeAAI;00109000005ftdNAAQ;Maria Adams;Arts development officer;00609000002Iue3AAC;00109000005ftdNAAQ;New Business;00509000000V8f9AAC; ; ;2018-12-10;2018-08-13;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;De-engineered dynamic system engine
303;00K090000019LzkEAE;00309000003rmINAAY;00609000002IuclAAC;Champion;00309000003rmINAAY;00109000005ftToAAI;Jose Smith;Administrator, arts;00609000002IuclAAC;00109000005ftToAAI;New Business;00509000000WaPyAAK; ; ;2018-12-18;2018-07-02;Lost;Marketing;0.0;0.0;EUR; ; ;Reduced asymmetric adapter
304;00K090000019LzlEAE;00309000003rmj3AAA;00609000002IuGDAA0;Champion;00309000003rmj3AAA;00109000005fs1AAAQ;Margaret Gardner;Editor, magazine features;00609000002IuGDAA0;00109000005fs1AAAQ;New Business;00509000000V8fYAAS; ; ;2019-01-14;2018-07-24;Lost;Sales Generated;38910.479999999996;0.0;EUR;Sales Generated Lead - by AE/AM; ;Integrated uniform core
305;00K090000019LzmEAE;00309000003rpYmAAI;00609000002Iue5AAC;Champion;00309000003rpYmAAI;00109000005ftdYAAQ;Debbie Armstrong DDS;IT consultant;00609000002Iue5AAC;00109000005ftdYAAQ;New Business;00509000000WaPyAAK; ; ;2018-12-18;2018-08-21;Lost;Marketing;0.0;0.0;EUR; ; ;Monitored uniform monitoring
306;00K090000019LznEAE;00309000003rnxrAAA;00609000002Iv2XAAS;Champion;00309000003rnxrAAA;00109000005fs1NAAQ;Jonathan Nunez;Merchandiser, retail;00609000002Iv2XAAS;00109000005fs1NAAQ;New Business;00509000000V8fdAAC; ; ;2018-09-27;2018-07-04;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Fundamental even-keeled workforce
307;00K090000019LzoEAE;00309000003rm7nAAA;00609000002IuYtAAK;Champion;00309000003rm7nAAA;00109000005ft7mAAA;Nicole Steele;Designer, multimedia;00609000002IuYtAAK;00109000005ft7mAAA;New Business;00509000000V8fdAAC;2019-03-03;2020-03-02;2019-09-23;2018-11-28;Lost;Sales Generated;24424.0;86840.67;EUR;Sales Generated Lead - by AE/AM; ;Open-architected disintermediate project
308;00K090000019LzpEAE;00309000003rltMAAQ;00609000002IuOVAA0;Champion;00309000003rltMAAQ;00109000005fsS2AAI;Julie Smith;Exhibitions officer, museum/gallery;00609000002IuOVAA0;00109000005fsS2AAI;New Business;00509000000V8f4AAC; ; ;2019-01-31;2018-11-09;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Implemented responsive neural-net
309;00K090000019LzqEAE;00309000003rk63AAA;00609000002IvHaAAK;Champion;00309000003rk63AAA;00109000005ft4EAAQ;Richard Howard;Civil engineer, consulting;00609000002IvHaAAK;00109000005ft4EAAQ;New Business;00509000000V8dTAAS; ; ;2020-10-14;2018-07-18;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Future-proofed neutral task-force
310;00K090000019LzrEAE;00309000003rpYhAAI;00609000002Iu9tAAC;Champion;00309000003rpYhAAI;00109000005ftdSAAQ;Courtney Mullen;Therapist, occupational;;;;;;;;;;;;;;;;
311;00K090000019LzsEAE;00309000003rll8AAA;00609000002IvQ2AAK;Champion;00309000003rll8AAA;00109000005fuCdAAI;Alexander Brown;Magazine journalist;00609000002IvQ2AAK;00109000005fuCdAAI;New Business;00509000000V8eQAAS; ; ;2019-08-27;2018-10-23;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Mandatory clear-thinking open architecture
312;00K090000019LztEAE;00309000003rgzlAAA;00609000002IuAXAA0;Champion;00309000003rgzlAAA; ;John Crane;Multimedia specialist;;;;;;;;;;;;;;;;
313;00K090000019LzuEAE;00309000003rrmbAAA;00609000002Iui2AAC;Champion;00309000003rrmbAAA;00109000005fu4eAAA;Julie Johnson;Loss adjuster, chartered;00609000002Iui2AAC;00109000005fu4eAAA;New Business;00509000000V8fdAAC; ; ;2019-02-15;2018-10-31;Lost;Sales Generated;17438.81;0.0;EUR;Sales Generated Lead - by AE/AM; ;Reverse-engineered fresh-thinking matrices
314;00K090000019LzwEAE;00309000003rpboAAA;00609000002Iv8RAAS;Champion;00309000003rpboAAA;00109000005fsIgAAI;Peggy Jones;Administrator, arts;00609000002Iv8RAAS;00109000005fsIgAAI;New Business;00509000000V8gCAAS; ; ;2018-10-12;2018-10-10;Lost;Sales Generated;31819.620000000003;0.0;EUR;Sales Generated Lead - by AE/AM; ;Focused empowering frame
315;00K090000019LzxEAE;00309000003rrInAAI;00609000002IuQNAA0;Champion;00309000003rrInAAI;00109000005fsfYAAQ;Vanessa Alexander;Psychiatrist;00609000002IuQNAA0;00109000005fsfYAAQ;New Business;00509000000V8fYAAS; ; ;2019-05-23;2018-08-17;Lost;Partner Sourced;62058.85;0.0;EUR;Partner Sourced - Alliances; ;Total coherent policy
316;00K090000019LzyEAE;00309000003rqitAAA;00609000002IvNbAAK;Champion;00309000003rqitAAA;00109000005ftjOAAQ;Melissa Wang;Retail buyer;00609000002IvNbAAK;00109000005ftjOAAQ;New Business;00509000000V8dIAAS; ; ;2000-01-01;2020-12-15;Won;Marketing;15027.26;0.0;EUR; ; ;Progressive client-server monitoring
317;00K090000019LzzEAE;00309000003rnNjAAI;00609000002IvLeAAK;Champion;00309000003rnNjAAI;00109000005ftXJAAY;Leslie Berry;Visual merchandiser;00609000002IvLeAAK;00109000005ftXJAAY;New Business;00509000000V8gCAAS; ; ;2018-10-22;2018-09-10;Lost;Partner Sourced;44112.0;0.0;EUR;Partner Sourced - Alliances; ;Re-contextualized clear-thinking middleware
318;00K090000019M00EAE;00309000003rmdBAAQ;00609000002IurQAAS;Champion;00309000003rmdBAAQ;00109000005fwVIAAY;Emma Elliott;Optician, dispensing;00609000002IurQAAS;00109000005fwVIAAY;New Business;00509000000WaKtAAK; ; ;2019-01-17;2018-07-13;Lost;Marketing;0.0;0.0;EUR; ; ;Function-based optimizing conglomeration
319;00K090000019M01EAE;00309000003rj6BAAQ;00609000002Iv0mAAC;Champion;00309000003rj6BAAQ;00109000005fruwAAA;Tyler Burns;Primary school teacher;00609000002Iv0mAAC;00109000005fruwAAA;New Business;00509000000WaKtAAK; ; ;2019-06-25;2018-10-22;Lost;Marketing;0.0;0.0;EUR; ; ;Configurable holistic circuit
320;00K090000019M02EAE;00309000003roaBAAQ;00609000002IudSAAS;Champion;00309000003roaBAAQ;00109000005ftcWAAQ;Taylor James;Product/process development scientist;00609000002IudSAAS;00109000005ftcWAAQ;New Business;00509000000WaQSAA0; ; ;2018-09-18;2018-07-12;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Innovative stable info-mediaries
321;00K090000019M03EAE;00309000003rpYdAAI;00609000002Iue2AAC;Champion;00309000003rpYdAAI;00109000005ftdMAAQ;Lori Collier;Forensic scientist;00609000002Iue2AAC;00109000005ftdMAAQ;New Business;00509000000V8eGAAS; ; ;2018-12-12;2018-08-14;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;User-centric fault-tolerant encryption
322;00K090000019M04EAE;00309000003roa0AAA;00609000002IuOMAA0;Champion;00309000003roa0AAA;00109000005ftcTAAQ;David Garcia;Pension scheme manager;00609000002IuOMAA0;00109000005fsRwAAI;New Business;00509000000V8g7AAC; ; ;2018-07-10;2018-07-10;Lost;Marketing;0.0;0.0;EUR; ; ;Re-contextualized directional superstructure
323;00K090000019M05EAE;00309000003roa1AAA;00609000002IuOLAA0;Champion;00309000003roa1AAA;00109000005ftcTAAQ;Teresa Norman;Operational researcher;00609000002IuOLAA0;00109000005fsRwAAI;New Business;00509000000V8g7AAC; ; ;2018-07-10;2018-07-10;Lost;Marketing;0.0;0.0;EUR; ; ;Open-source leadingedge solution
324;00K090000019M06EAE;00309000003rqlkAAA;00609000002IuMTAA0;Champion;00309000003rqlkAAA;00109000005fsKMAAY;Caitlyn Martinez;Archivist;00609000002IuMTAA0;00109000005fsKMAAY;New Business;00509000000V8dwAAC; ; ;2018-10-01;2018-07-10;Lost;Partner Sourced;23710.29;0.0;EUR;Partner Sourced - Alliances; ;Upgradable holistic alliance
325;00K090000019M07EAE;00309000003rj5EAAQ;00609000002IuCwAAK;Champion;00309000003rj5EAAQ;00109000005fruXAAQ;Michelle Holloway;Higher education lecturer;00609000002IuCwAAK;00109000005fruXAAQ;New Business;00509000000WaQSAA0; ; ;2019-01-11;2018-07-10;Lost;Partner Sourced;0.0;0.0;EUR;Partner Sourced - Alliances; ;Right-sized multi-state infrastructure
326;00K090000019M08EAE;00309000003rpXiAAI;00609000002IudiAAC;Champion;00309000003rpXiAAI;00109000005ftcpAAA;Joshua Reyes;Teacher, English as a foreign language;00609000002IudiAAC;00109000005ftcpAAA;New Business;00509000000V8gHAAS; ; ;2019-10-24;2019-07-04;Lost;Marketing;0.0;0.0;EUR; ; ;Balanced systematic algorithm
327;00K090000019M09EAE;00309000003rqQzAAI;00609000002IuVsAAK;Champion;00309000003rqQzAAI;00109000005fstTAAQ;Kelly Duncan;Housing manager/officer;00609000002IuVsAAK;00109000005fstTAAQ;New Business;00509000000V8g7AAC; ; ;2019-01-22;2018-07-18;Lost;Marketing;0.0;0.0;EUR; ; ;Configurable actuating neural-net
328;00K090000019M0AEAU;00309000003roZvAAI;00609000002IudNAAS;Champion;00309000003roZvAAI;00109000005ftcSAAQ;Kathy Mcguire;Recycling officer;00609000002IudNAAS;00109000005ftcSAAQ;New Business;00509000000V8gHAAS; ; ;2019-04-30;2018-10-02;Lost;Marketing;29237.89;0.0;EUR; ; ;Cloned bi-directional synergy
329;00K090000019M0BEAU;00309000003rkPjAAI;00609000002IueyAAC;Champion;00309000003rkPjAAI;00109000005ftqcAAA;Jason Reed;Nurse, mental health;00609000002IueyAAC;00109000005ftqcAAA;New Business;00509000000WaQSAA0; ; ;2018-09-18;2018-07-11;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Cross-group multimedia open system
330;00K090000019M0CEAU;00309000003ribjAAA;00609000002IvKrAAK;Champion;00309000003ribjAAA;00109000005ftKWAAY;Zachary Cherry;Engineer, electrical;00609000002IvKrAAK;00109000005ftKWAAY;New Business;00509000000V8g2AAC; ; ;2018-11-02;2018-07-11;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Enhanced uniform frame
331;00K090000019M0DEAU;00309000003rroZAAQ;00609000002IuieAAC;Champion;00309000003rroZAAQ;00109000005fu5AAAQ;Richard Wolfe;Field trials officer;00609000002IuieAAC;00109000005fu5AAAQ;New Business;00509000000V8f4AAC; ; ;2020-11-06;2018-07-31;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Decentralized global throughput
332;00K090000019M0EEAU;00309000003rkPkAAI;00609000002IuezAAC;Champion;00309000003rkPkAAI;00109000005ftqcAAA;Regina Bishop;Health service manager;00609000002IuezAAC;00109000005ftqcAAA;New Business;00509000000V8fsAAC; ; ;2019-05-17;2019-03-19;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Total context-sensitive product
333;00K090000019M0FEAU;00309000003rqIMAAY;00609000002IvBiAAK;Champion;00309000003rqIMAAY;00109000005fsdeAAA;Dr. Diane Mccullough;Environmental health practitioner;00609000002IvBiAAK;00109000005fsdeAAA;New Business;00509000000V8gCAAS; ; ;2018-10-11;2018-07-19;Lost;Sales Generated;37700.130000000005;0.0;EUR;Sales Generated Lead - by AE/AM; ;Cross-platform multi-state workforce
334;00K090000019M0GEAU;00309000003rjrdAAA;00609000002IvQkAAK;Champion;00309000003rjrdAAA;00109000005fufBAAQ;Kathy Bradley;Sales promotion account executive;00609000002IvQkAAK;00109000005fufBAAQ;New Business;00509000000WaKaAAK; ; ;2019-01-25;2018-12-11;Lost;Marketing;0.0;0.0;EUR; ; ;Customizable zero administration monitoring
335;00K090000019M0HEAU;00309000003roa2AAA;00609000002IudRAAS;Champion;00309000003roa2AAA;00109000005ftcTAAQ;Mary Frey;Contracting civil engineer;00609000002IudRAAS;00109000005ftcTAAQ;New Business;00509000000V8g7AAC; ; ;2019-01-21;2019-01-21;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Mandatory radical task-force
336;00K090000019M0IEAU;00309000003roaFAAQ;00609000002IudVAAS;Champion;00309000003roaFAAQ;00109000005ftcbAAA;Kelly Smith;Lobbyist;00609000002IudVAAS;00109000005ftcbAAA;New Business;00509000000V8g2AAC; ; ;2018-11-02;2018-07-17;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Exclusive responsive encryption
337;00K090000019M0JEAU;00309000003rhVUAAY;00609000002Iv3KAAS;Champion;00309000003rhVUAAY;00109000005fs1sAAA;Dustin Sampson;Herpetologist;00609000002Iv3KAAS;00109000005fs1sAAA;New Business;00509000000V8dTAAS; ; ;2019-01-21;2019-01-18;Lost;Partner Sourced;0.0;0.0;EUR;Partner Sourced - Alliances; ;Realigned even-keeled ability
338;00K090000019M0KEAU;00309000003riaAAAQ;00609000002IvKeAAK;Champion;00309000003riaAAAQ;00109000005ftJpAAI;Devin Norman;Advice worker;00609000002IvKeAAK;00109000005ftJpAAI;New Business;00509000000V8dTAAS; ; ;2019-01-21;2018-07-16;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Programmable disintermediate firmware
339;00K090000019M0LEAU;00309000003rkubAAA;00609000002IvDLAA0;Champion;00309000003rkubAAA;00109000005fsjiAAA;Kathleen Gibbs;Estate agent;00609000002IvDLAA0;00109000005fsjiAAA;New Business;00509000000V8dTAAS; ; ;2018-10-11;2018-09-20;Lost;Partner Sourced;0.0;0.0;EUR;Partner Sourced - Alliances; ;Right-sized intangible parallelism
340;00K090000019M0MEAU;00309000003rmdDAAQ;00609000002IvTXAA0;Champion;00309000003rmdDAAQ;00109000005fwVIAAY;Dominique Francis;Dance movement psychotherapist;00609000002IvTXAA0;00109000005fwVIAAY;New Business;00509000000V8dTAAS; ; ;2019-01-17;2018-09-18;Lost;Partner Sourced;22011.77;0.0;EUR;Partner Sourced - Alliances; ;Grass-roots value-added array
341;00K090000019M0NEAU;00309000003rpXeAAI;00609000002IuhYAAS;Champion;00309000003rpXeAAI;00109000005ftcnAAA;Nicole Arnold;Sales executive;00609000002IuhYAAS;00109000005fu3mAAA;New Business;00509000000V8g7AAC; ; ;2019-01-22;2018-07-16;Lost;Marketing;0.0;0.0;EUR; ; ;Persistent next generation process improvement
342;00K090000019M0PEAU;00309000003rkcdAAA;00609000002IuDXAA0;Champion;00309000003rkcdAAA;00109000005frwLAAQ;Christopher Rowe;Theatre stage manager;00609000002IuDXAA0;00109000005frwLAAQ;New Business;00509000000V8dTAAS; ; ;2020-02-07;2019-11-20;Lost;Sales Generated;37179.91;0.0;EUR;Sales Generated Lead - by AE/AM; ;Right-sized bi-directional matrices
343;00K090000019M0QEAU;00309000003rgzzAAA;00609000002IuI5AAK;Champion;00309000003rgzzAAA; ;Carol Thompson;Set designer;00609000002IuI5AAK;00109000005fsBmAAI;New Business;00509000000V8g7AAC; ; ;2018-07-10;2018-07-10;Lost;Marketing;0.0;0.0;EUR; ; ;Multi-layered even-keeled ability
344;00K090000019M0REAU;00309000003rqqYAAQ;00609000002IuhZAAS;Champion;00309000003rqqYAAQ;00109000005fu3mAAA;Jennifer Lee;Risk analyst;00609000002IuhZAAS;00109000005fu3mAAA;New Business;00509000000V8g7AAC; ; ;2019-01-22;2018-09-08;Lost;Marketing;0.0;0.0;EUR; ; ;Virtual coherent installation
345;00K090000019M0SEAU;00309000003rpPAAAY;00609000002IuadAAC;Champion;00309000003rpPAAAY;00109000005ftGeAAI;Carrie Cantu;Educational psychologist;00609000002IuadAAC;00109000005ftGeAAI;New Business;00509000000V8eLAAS; ; ;2021-04-01;2020-12-04;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Right-sized maximized time-frame
346;00K090000019M0TEAU;00309000003ri1JAAQ;00609000002IuRBAA0;Champion;00309000003ri1JAAQ;00109000005fsgpAAA;Linda Diaz;Health and safety inspector;00609000002IuRBAA0;00109000005fsgpAAA;New Business;00509000000V8fYAAS; ; ;2019-01-21;2018-10-01;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Managed zero-defect emulation
347;00K090000019M0UEAU;00309000003ri1KAAQ;00609000002IuRAAA0;Champion;00309000003ri1KAAQ;00109000005fsgpAAA;William Le;Licensed conveyancer;00609000002IuRAAA0;00109000005fsgpAAA;New Business;00509000000V8fYAAS; ; ;2019-01-17;2018-10-08;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Managed dedicated synergy
348;00K090000019M0VEAU;00309000003ri1LAAQ;00609000002IuR9AAK;Champion;00309000003ri1LAAQ;00109000005fsgpAAA;Glenn Phillips;Marketing executive;00609000002IuR9AAK;00109000005fsgpAAA;New Business;00509000000V8fYAAS; ; ;2019-01-21;2018-08-07;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Visionary heuristic open system
349;00K090000019M0WEAU;00309000003ri1MAAQ;00609000002IuR7AAK;Champion;00309000003ri1MAAQ;00109000005fsgpAAA;Mrs. Vanessa Abbott MD;Risk manager;00609000002IuR7AAK;00109000005fsgpAAA;New Business;00509000000V8fYAAS; ; ;2019-01-20;2018-07-19;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Business-focused intangible support
350;00K090000019M0XEAU;00309000003rp3yAAA;00609000002IvApAAK;Champion;00309000003rp3yAAA;00109000005fsavAAA;Paige Calhoun;Chartered accountant;00609000002IvApAAK;00109000005fsavAAA;New Business;00509000000V8dTAAS; ; ;2019-01-15;2018-10-10;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Decentralized system-worthy support
351;00K090000019M0YEAU;00309000003rkPlAAI;00609000002IuSUAA0;Champion;00309000003rkPlAAI;00109000005ftqcAAA;Gwendolyn Ochoa;Teacher, adult education;00609000002IuSUAA0;00109000005fskeAAA;New Business;00509000000V8fsAAC; ; ;2019-01-22;2018-07-23;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Seamless multimedia architecture
352;00K090000019M0ZEAU;00309000003ri0aAAA;00609000002IuQyAAK;Champion;00309000003ri0aAAA;00109000005fsgLAAQ;Jessica Smith;Ophthalmologist;00609000002IuQyAAK;00109000005fsgLAAQ;New Business;00509000000V8g7AAC; ; ;2019-01-21;2019-01-03;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Multi-lateral modular interface
353;00K090000019M0aEAE;00309000003rlCvAAI;00609000002Iuc1AAC;Champion;00309000003rlCvAAI;00109000005ftRVAAY;Jamie Wilson;Administrator, Civil Service;00609000002Iuc1AAC;00109000005ftRVAAY;New Business;00509000000V8fJAAS; ; ;2018-11-07;2018-07-12;Lost;Partner Sourced;0.0;0.0;EUR;Partner Sourced - Alliances; ;Managed intermediate parallelism
354;00K090000019M0bEAE;00309000003rnIEAAY;00609000002IvJ0AAK;Champion;00309000003rnIEAAY;00109000005ftAfAAI;Mario Smith;Meteorologist;00609000002IvJ0AAK;00109000005ftAfAAI;New Business;00509000000V8gMAAS; ; ;2019-02-07;2018-10-31;Lost;Marketing;0.0;0.0;EUR;Others Marketing; ;Switchable clear-thinking task-force
355;00K090000019M0cEAE;00309000003rhURAAY;00609000002Iv3AAAS;Champion;00309000003rhURAAY;00109000005fs1pAAA;Kevin Cain;Engineer, civil (consulting);00609000002Iv3AAAS;00109000005fs1pAAA;New Business;00509000000V8dwAAC; ; ;2019-05-01;2019-03-12;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Realigned intermediate knowledgebase
356;00K090000019M0dEAE;00309000003rk8vAAA;00609000002IuoyAAC;Champion;00309000003rk8vAAA;00109000005fv4IAAQ;Jason Montoya;Sound technician, broadcasting/film/video;00609000002IuoyAAC;00109000005fv4IAAQ;New Business;00509000000V8gCAAS; ; ;2018-10-01;2018-07-19;Lost;Partner Sourced;21276.31;0.0;EUR;Partner Sourced - Alliances; ;Integrated bifurcated model
357;00K090000019M0eEAE;00309000003ro0xAAA;00609000002IuPlAAK;Champion;00309000003ro0xAAA;00109000005fsVfAAI;Kaitlin Butler;Editor, magazine features;00609000002IuPlAAK;00109000005fsVfAAI;New Business;00509000000V8g2AAC; ; ;2018-11-02;2018-07-23;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Integrated regional access
358;00K090000019M0fEAE;00309000003rVX3AAM;00609000002IudXAAS;Champion;00309000003rVX3AAM;00109000005ftclAAA;Cindy Hurst;Adult guidance worker;00609000002IudXAAS;00109000005ftclAAA;New Business;00509000000V8f4AAC; ; ;2019-09-16;2018-10-15;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Re-engineered coherent firmware
359;00K090000019M0gEAE;00309000003rVX5AAM;00609000002Iu9uAAC;Champion;00309000003rVX5AAM;00109000005ftXPAAY;Joann Chapman;Probation officer;;;;;;;;;;;;;;;;
360;00K090000019M0hEAE;00309000003rVX6AAM;00609000002IudjAAC;Champion;00309000003rVX6AAM;00109000005ftcrAAA;Robert Pace;Actuary;00609000002IudjAAC;00109000005ftcrAAA;New Business;00509000000V8fJAAS;2018-10-01;2019-09-30;2018-09-10;2018-08-17;Lost;Sales Generated;0.0;20614.129999999997;EUR;Sales Generated Lead - by AE/AM; ;Future-proofed discrete data-warehouse
361;00K090000019M0iEAE;00309000003rVXAAA2;00609000002IuduAAC;Champion;00309000003rVXAAA2;00109000005ftdDAAQ;Nicole Garcia;Regulatory affairs officer;00609000002IuduAAC;00109000005ftdDAAQ;New Business;00509000000WaPyAAK; ; ;2018-12-03;2018-07-31;Lost;Marketing;0.0;0.0;EUR; ; ;Enterprise-wide bandwidth-monitored array
362;00K090000019M0jEAE;00309000003rVXBAA2;00609000002IudgAAC;Champion;00309000003rVXBAA2;00109000005ftcoAAA;Amanda Perry;Investment banker, operational;00609000002IudgAAC;00109000005ftcoAAA;New Business;00509000000V8fJAAS; ; ;2018-12-18;2018-07-20;Lost;Marketing;0.0;0.0;EUR; ; ;Programmable 5thgeneration core
363;00K090000019M0kEAE;00309000003rVXCAA2;00609000002IudYAAS;Champion;00309000003rVXCAA2;00109000005ftclAAA;Heather King;Retail merchandiser;00609000002IudYAAS;00109000005ftclAAA;New Business;00509000000V8f4AAC; ; ;2019-03-21;2018-10-08;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Fully-configurable high-level support
